treatment,timepoint,Material,description,Family,Family_rep_rel_abund,st_dev_Family_abund
UV,T6,PP,PP_UV_T6, AB1,2.489729864309722e-5,3.7345947964645836e-5
UV,T6,PP,PP_UV_T6, alpha proteobacterium endosymbiont 2 of Inanidrilus makropetalos,2.489729864309722e-5,3.8570729204107225e-5
UV,T6,PP,PP_UV_T6, Christensenellaceae,2.489729864309722e-5,3.8570729204107225e-5
UV,T6,PP,PP_UV_T6, Trueperaceae,4.1495497738495366e-5,5.9346607073670634e-5
UV,T6,PP,PP_UV_T6, Anaplasmataceae,4.1495497738495366e-5,6.013268909991883e-5
UV,T6,PP,PP_UV_T6, Puniceispirillales Incertae Sedis,2.489729864309722e-5,3.8570729204107225e-5
UV,T6,PP,PP_UV_T6, Magnetospiraceae,4.1495497738495366e-5,5.917872383188452e-5
UV,T6,PP,PP_UV_T6, SM2D12,2.489729864309722e-5,3.552308220632423e-5
no UV,T6,Nylon,Nylon_no UV_T6, Paraspirulinaceae,2.4460044517281025e-5,3.4982606067763824e-5
no UV,T6,Nylon,Nylon_no UV_T6, Acaryochloridaceae,2.4460044517281025e-5,3.501103565885805e-5
no UV,T6,Nylon,Nylon_no UV_T6, Methyloligellaceae,6.114776932209709e-5,7.806896430297628e-5
no UV,T6,PP,PP_no UV_T6, Ectothiorhodospiraceae,3.317782532981257e-5,2.581864532293706e-5
no UV,T6,PP,PP_no UV_T6, Ika33,6.93702568086907e-6,1.2015280932675314e-5
no UV,T6,PP,PP_no UV_T6, Phormidiaceae,3.0060444617099303e-5,4.302720290091203e-5
no UV,T6,PP,PP_no UV_T6, gamma proteobacterium enrichment culture clone TT-1470,6.93702568086907e-6,1.2015280932675314e-5
no UV,T1,PS,PS_no UV_T1, Kiloniellaceae,4.308943828355499e-4,4.920438130231095e-4
no UV,T1,PS,PS_no UV_T1, Hyphomonadaceae,1.9346101760495262e-4,2.736064518643215e-4
UV,T6,Nylon,Nylon_UV_T6, Neisseriaceae,1.4064697609001406e-5,1.993870554035141e-5
UV,T6,Nylon,Nylon_UV_T6, bacteriap25,1.4064697609001406e-5,2.0172634756698625e-5
UV,T6,Nylon,Nylon_UV_T6, Acanthopleuribacteraceae,2.8129395218002813e-5,4.020194661099839e-5
UV,T6,Nylon,Nylon_UV_T6, Bacillaceae,1.4064697609001406e-5,1.9939417268404623e-5
UV,T1,PP,PP_UV_T1, Sedimenticolaceae,7.616871370084737e-5,1.081593975864071e-4
no UV,T6,PET,PET_no UV_T6, Bacteroidetes vadinHA17,2.485954357877989e-5,3.5757716513104765e-5
no UV,T6,PET,PET_no UV_T6, Thalassospiraceae,2.485954357877989e-5,3.550653024681972e-5
UV,T6,PET,PET_UV_T6, Methyloligellaceae,0.0010861972398671363,9.16428323910569e-4
UV,T6,PET,PET_UV_T6, Nodosilineaceae,1.6851506630014638e-4,2.3862007347376067e-4
UV,T6,PET,PET_UV_T6, bacterium SH4-10,3.1596574931277445e-5,4.625264967053619e-5
UV,T6,PS,PS_UV_T6, Listeriaceae,2.95674061359058e-5,2.7681781791258577e-5
no UV,T6,PE,PE_no UV_T6, Latescibacteraceae,4.039261622975321e-5,5.966384827531578e-5
no UV,T6,PE,PE_no UV_T6, Phormidiaceae,4.039261622975321e-5,5.7816220496873354e-5
no UV,T6,PE,PE_no UV_T6, SM2D12,4.039261622975321e-5,5.7631562661752745e-5
no UV,T6,PE,PE_no UV_T6, Arctic95B-14,4.039261622975321e-5,6.257597198703263e-5
no UV,T6,PE,PE_no UV_T6, Actinomycetaceae,8.078523245950642e-5,1.1464634247879778e-4
no UV,T1,PP,PP_no UV_T1, AEGEAN-169 marine group,1.3078489621284306e-4,1.8811967436789913e-4
UV,T1,PET,PET_UV_T1, Spongiibacteraceae,1.803914494452963e-4,2.551407098921925e-4
no UV,T6,PP,PP_no UV_T6, Nitrosomonadaceae,3.0135912967483347e-5,4.385419492565464e-5
no UV,T6,Nylon,Nylon_no UV_T6, Enterococcaceae,3.667835692039418e-5,2.6497502120183154e-5
no UV,T6,Nylon,Nylon_no UV_T6, Streptomycetaceae,1.2222996345324095e-5,1.893578451447773e-5
UV,T6,PP,PP_UV_T6, Phormidiaceae,9.139638760557843e-5,8.329406580835438e-5
UV,T1,PE,PE_UV_T1, Terasakiellaceae,4.942882249560633e-4,4.949468371402088e-4
UV,T1,PE,PE_UV_T1, Enterobacteriaceae,9.1415610594734e-4,7.340979414522847e-4
UV,T1,PE,PE_UV_T1, Enterococcaceae,1.647627416520211e-4,1.6559278590606527e-4
UV,T1,PE,PE_UV_T1, Acidiferrobacteraceae,1.647627416520211e-4,1.736751790514268e-4
UV,T6,PE,PE_UV_T6, Thioalkalispiraceae,2.8260438020622224e-4,1.7699353051199882e-4
UV,T6,PE,PE_UV_T6, Carnobacteriaceae,1.0596138767033298e-4,1.5021010141220688e-4
no UV,T6,PS,PS_no UV_T6, Bdellovibrionaceae,1.5623047119110112e-4,2.2105805675667762e-4
no UV,T6,PS,PS_no UV_T6, Carnobacteriaceae,2.8121484814398203e-4,3.986481470943649e-4
no UV,T6,PS,PS_no UV_T6, Isosphaeraceae,9.373828271466067e-5,1.6235946827604776e-4
no UV,T6,PS,PS_no UV_T6, Bacillaceae,1.658239016099503e-4,2.150093687441692e-4
UV,T1,Nylon,Nylon_UV_T1, Bacillaceae,1.805151903532682e-5,2.559150437358645e-5
UV,T1,PET,PET_UV_T1, Enterobacteriaceae,0.001279282062262949,6.765307760544256e-4
UV,T1,PET,PET_UV_T1, Microtrichaceae,8.58000858000858e-5,1.2136554735999887e-4
UV,T1,PET,PET_UV_T1, Erysipelotrichaceae,8.58000858000858e-5,1.255984649869412e-4
no UV,T1,PET,PET_no UV_T1, Colwelliaceae,2.5960539979231567e-4,3.6804064584204795e-4
no UV,T1,PET,PET_no UV_T1, Nannocystaceae,2.5960539979231567e-4,3.6821571004966313e-4
UV,T1,PS,PS_UV_T1, Immundisolibacteraceae,2.5022102857524146e-5,2.5966663302388985e-5
UV,T1,Nylon,Nylon_UV_T1, Rickettsiaceae,8.041817450743867e-5,1.1412543227774815e-4
no UV,T1,PP,PP_no UV_T1, Aeromonadaceae,4.6405865701424656e-5,6.628083371425912e-5
no UV,T1,PP,PP_no UV_T1, Dermacoccaceae,9.281173140284933e-5,1.3186752687688013e-4
no UV,T6,PET,PET_no UV_T6, Enterococcaceae,1.346181392388385e-4,1.3430771402124687e-4
no UV,T6,PET,PET_no UV_T6, P5D1-392,6.249447948547735e-5,7.096926145085216e-5
no UV,T1,PS,PS_no UV_T1, Nitrincolaceae,3.262490678598061e-4,4.6174063227642103e-4
no UV,T1,PE,PE_no UV_T1, Xanthomonadaceae,0.0011570612697471,8.429680391289682e-4
no UV,T1,PE,PE_no UV_T1, Endozoicomonadaceae,1.0663254425250586e-4,1.5367385202023716e-4
no UV,T1,PE,PE_no UV_T1, Pseudonocardiaceae,1.879644003968944e-4,1.6108865345542208e-4
no UV,T1,PE,PE_no UV_T1, A4b,6.397952655150352e-5,9.078383298280272e-5
no UV,T1,PE,PE_no UV_T1, Francisellaceae,6.397952655150352e-5,9.202750508356702e-5
no UV,T1,PE,PE_no UV_T1, Woeseiaceae,5.792584411547601e-4,7.748120815516444e-4
no UV,T1,PE,PE_no UV_T1, Schleiferiaceae,3.0996218461347717e-4,4.39575468892566e-4
no UV,T1,PE,PE_no UV_T1, Actinomycetaceae,3.719546215361726e-4,5.2785930830344e-4
no UV,T1,PE,PE_no UV_T1, Chlamydiaceae,1.859773107680863e-4,2.7896596615212943e-4
UV,T1,PET,PET_UV_T1, Microbacteriaceae,6.189188007369826e-4,8.164136302223972e-4
UV,T1,PET,PET_UV_T1, P5D1-392,3.2375941466850555e-4,4.1029662768583196e-4
UV,T1,PET,PET_UV_T1, Weeksellaceae,3.809594718685628e-4,3.734626092674245e-4
NA,NA,negative_c,negative_c_, SM2D12,3.514953590670854e-5,3.972045001234864e-5
NA,NA,negative_c,negative_c_, Victivallaceae,6.741451839068062e-6,1.2059475663357727e-5
NA,NA,negative_c,negative_c_, Magnetospiraceae,3.454213077119293e-5,6.0206197541639065e-5
NA,NA,negative_c,negative_c_, Paraspirulinaceae,7.971260947198368e-6,1.3923142663400853e-5
NA,NA,negative_c,negative_c_, Tenderiaceae,1.6959863399289114e-5,1.733311340879241e-5
NA,NA,negative_c,negative_c_, Euryarchaeota archaeon SCGC AAA286-E23,1.328543491199728e-5,2.4034256061699975e-5
NA,NA,negative_c,negative_c_, Pedosphaeraceae,1.328543491199728e-5,2.3235551616444346e-5
NA,NA,negative_c,negative_c_, NS11-12 marine group,2.657086982399456e-5,4.675849683956083e-5
NA,NA,negative_c,negative_c_, Eel-36e1D6,7.971260947198368e-6,1.4165302429193499e-5
NA,NA,negative_c,negative_c_, Solimonadaceae,7.971260947198368e-6,1.5942521894396735e-5
NA,NA,negative_c,negative_c_, Methylophilaceae,7.971260947198368e-6,1.4259425075459929e-5
NA,NA,negative_c,negative_c_, Thiomicrospiraceae,1.328543491199728e-5,2.459984535149412e-5
NA,NA,negative_c,negative_c_, S25-593,7.971260947198368e-6,1.3982516675458547e-5
NA,NA,negative_c,negative_c_, Midichloriaceae,1.0628347929597824e-5,1.880477291321705e-5
NA,NA,negative_c,negative_c_, Planococcaceae,8.23865742838547e-6,1.438257953919491e-5
NA,NA,negative_c,negative_c_, Dermatophilaceae,1.5142174777034059e-5,2.5220895022700033e-5
UV,T6,PS,PS_UV_T6, Halomonadaceae,4.8750048750048754e-6,6.9032226722225e-6
no UV,T6,PP,PP_no UV_T6, Chromatiaceae,1.236674828720536e-5,1.7760390067454515e-5
no UV,T6,PP,PP_no UV_T6, SS1-B-06-26,1.6991432074451406e-5,1.547862725324016e-5
no UV,T6,PP,PP_no UV_T6, Thiohalorhabdaceae,3.322921261163642e-5,4.2249018607794655e-5
UV,T6,PE,PE_UV_T6, Microcystaceae,1.2991399693402975e-5,2.2501764330408678e-5
UV,T6,PE,PE_UV_T6, Nostocaceae,2.598279938680595e-5,3.705531908500494e-5
UV,T6,PE,PE_UV_T6, Microscillaceae,1.2991399693402975e-5,1.8567038246953426e-5
UV,T6,PE,PE_UV_T6, Thalassospiraceae,1.9487099540104463e-5,2.7833145329109243e-5
UV,T6,PE,PE_UV_T6, Bacteroidetes BD2-2,1.2991399693402975e-5,1.8686698163745583e-5
UV,T6,PE,PE_UV_T6, Sulfurovaceae,1.2991399693402975e-5,1.918956909803301e-5
UV,T6,PE,PE_UV_T6, Marinomonadaceae,1.678330422785706e-4,1.991274200168822e-4
UV,T6,PE,PE_UV_T6, Pleomorphomonadaceae,3.8974199080208925e-5,5.7568707294099024e-5
UV,T6,Nylon,Nylon_UV_T6, Thioalkalispiraceae,8.590258367605256e-5,2.7201515850250078e-5
UV,T6,Nylon,Nylon_UV_T6, Euryarchaeota archaeon SCGC AAA286-E23,9.191598878624936e-6,1.3787398317937405e-5
UV,T6,Nylon,Nylon_UV_T6, Bacteroidetes vadinHA17,2.6588694509368645e-5,1.1449545690989974e-5
UV,T6,Nylon,Nylon_UV_T6, Nocardioidaceae,2.297899719656234e-5,3.258940033554077e-5
UV,T6,Nylon,Nylon_UV_T6, ST-12K33,1.3879831414958737e-5,1.1536142717859235e-5
UV,T6,Nylon,Nylon_UV_T6, Thioglobaceae,9.191598878624936e-6,1.423956375277326e-5
no UV,T6,PS,PS_no UV_T6, Sedimenticolaceae,8.880667675131526e-5,7.087190806160912e-5
no UV,T6,PS,PS_no UV_T6, Pseudohongiellaceae,4.796715209424586e-5,6.795145918212448e-5
no UV,T6,PS,PS_no UV_T6, Immundisolibacteraceae,1.9186860837698344e-5,2.7804402897579462e-5
no UV,T6,PS,PS_no UV_T6, Hymenobacteraceae,1.9186860837698344e-5,2.740431868816689e-5
no UV,T6,PE,PE_no UV_T6, Marinobacteraceae,2.029426690864079e-4,1.4444826556655113e-4
no UV,T6,PE,PE_no UV_T6, Sedimenticolaceae,3.174300860235533e-5,4.507499892272298e-5
no UV,T6,PE,PE_no UV_T6, Rhizobiales Incertae Sedis,6.502002114266186e-5,4.802351198553133e-5
no UV,T6,PE,PE_no UV_T6, Immundisolibacteraceae,1.2697203440942133e-5,1.8399995868570535e-5
UV,T6,PP,PP_UV_T6, Idiomarinaceae,2.950283564599959e-5,2.6578364695838394e-5
UV,T6,PP,PP_UV_T6, Aeromonadaceae,5.070657174430011e-5,5.5599126188167406e-5
UV,T6,PP,PP_UV_T6, Chromatiaceae,3.7801935193698665e-5,2.7742238267624285e-5
no UV,T6,PET,PET_no UV_T6, Geobacteraceae,3.851672107153517e-5,5.777508160730277e-5
no UV,T6,PET,PET_no UV_T6, Marinobacteraceae,1.2675252930063012e-4,9.575590222619493e-5
no UV,T6,PET,PET_no UV_T6, MB19,2.888754080365138e-5,4.1862023705663226e-5
UV,T6,PP,PP_UV_T6, Marinomonadaceae,3.319639819079629e-5,4.734297906550761e-5
UV,T6,PP,PP_UV_T6, Devosiaceae,3.319639819079629e-5,4.723930277856411e-5
UV,T6,PP,PP_UV_T6, Bacteroidetes vadinHA17,2.9898016887894387e-5,2.1891535580661947e-5
no UV,T6,Nylon,Nylon_no UV_T6, Listeriaceae,1.6306696344854018e-5,2.3108166775827875e-5
no UV,T6,Nylon,Nylon_no UV_T6, SB-5,1.6306696344854018e-5,2.408658679242379e-5
no UV,T6,Nylon,Nylon_no UV_T6, Victivallaceae,2.446004451728103e-5,3.612988018863569e-5
no UV,T6,Nylon,Nylon_no UV_T6, Bacteroidetes vadinHA17,1.6306696344854018e-5,2.3455387397470055e-5
UV,T6,Nylon,Nylon_UV_T6, MB19,3.488662435850875e-5,1.552662726253297e-5
UV,T6,Nylon,Nylon_UV_T6, Inquilinaceae,1.6226127310194877e-5,2.810447691133845e-5
no UV,T6,PP,PP_no UV_T6, Devosiaceae,2.3928457755320477e-5,1.7054277981814335e-5
no UV,T6,PP,PP_no UV_T6, Bacteroidetes vadinHA17,1.1561709468115116e-5,1.6630246177191898e-5
no UV,T6,PP,PP_no UV_T6, Rhodanobacteraceae,4.624683787246047e-6,6.652098470876759e-6
no UV,T6,PP,PP_no UV_T6, Family XI,4.624683787246047e-6,6.551218344962826e-6
no UV,T6,PP,PP_no UV_T6, Arctic95B-14,4.624683787246047e-6,7.164529315791754e-6
no UV,T6,PP,PP_no UV_T6, Planococcaceae,1.0808057930848726e-5,7.96062639845542e-6
no UV,T6,PP,PP_no UV_T6, PS1 clade,1.0808057930848726e-5,7.895313210657358e-6
no UV,T6,PP,PP_no UV_T6, Pleomorphomonadaceae,4.624683787246047e-6,6.831110672160758e-6
no UV,T6,PP,PP_no UV_T6, Francisellaceae,4.624683787246047e-6,6.652098470876759e-6
no UV,T1,PS,PS_no UV_T1, Thioalkalispiraceae,1.8994452819099232e-4,1.3478183201232378e-4
no UV,T1,PS,PS_no UV_T1, Pseudohongiellaceae,3.869220352099052e-5,5.481233663939865e-5
no UV,T1,PS,PS_no UV_T1, Ectothiorhodospiraceae,5.803830528148578e-5,8.265455541686732e-5
no UV,T1,PS,PS_no UV_T1, Rhizobiales Incertae Sedis,3.869220352099052e-5,5.478476757652861e-5
UV,T6,Nylon,Nylon_UV_T6, Oceanibaculaceae,9.376465072667604e-6,1.6240513901255294e-5
UV,T6,Nylon,Nylon_UV_T6, Parvibaculaceae,3.741342719364908e-5,4.4463053434445864e-5
UV,T6,Nylon,Nylon_UV_T6, Thalassobaculaceae,1.8752930145335207e-5,2.671494120584062e-5
UV,T6,Nylon,Nylon_UV_T6, Haliangiaceae,9.376465072667604e-6,1.337819593827485e-5
UV,T6,Nylon,Nylon_UV_T6, Microbacteriaceae,3.281762775433661e-5,4.64707503801907e-5
UV,T6,Nylon,Nylon_UV_T6, Pedosphaeraceae,9.376465072667604e-6,1.3433668999744565e-5
UV,T6,Nylon,Nylon_UV_T6, Clostridiaceae,9.376465072667604e-6,1.6240513901255294e-5
UV,T6,Nylon,Nylon_UV_T6, Moritellaceae,1.8752930145335207e-5,2.6784541691675012e-5
UV,T6,Nylon,Nylon_UV_T6, Sva1033,9.376465072667604e-6,1.6240513901255294e-5
UV,T6,Nylon,Nylon_UV_T6, Gemmatimonadaceae,9.376465072667604e-6,1.3725739422623533e-5
UV,T1,PP,PP_UV_T1, Woeseiaceae,5.7126535275635524e-5,8.08325910291084e-5
UV,T1,PP,PP_UV_T1, Thiohalorhabdaceae,1.9042178425211842e-5,2.697175183131542e-5
UV,T1,PP,PP_UV_T1, Dermacoccaceae,3.8084356850423685e-5,5.4110508172329624e-5
UV,T1,PP,PP_UV_T1, Pseudomonadaceae,4.157711159296277e-5,3.183803686686126e-5
UV,T1,PP,PP_UV_T1, Kiloniellaceae,6.664762448824145e-5,9.437230968231908e-5
no UV,T6,PET,PET_no UV_T6, Cytophagaceae,1.6573029052519927e-5,2.870532835427961e-5
no UV,T6,PET,PET_no UV_T6, Rhizobiales Incertae Sedis,7.59212964779635e-5,8.784394703994732e-5
no UV,T6,PET,PET_no UV_T6, Ruminococcaceae,3.419479545838445e-5,2.4294580414672567e-5
UV,T6,PET,PET_UV_T6, Thiotrichaceae,2.1064383287518298e-5,3.0085957127841218e-5
UV,T6,PET,PET_UV_T6, AKYH767,2.1064383287518298e-5,3.2632802268275286e-5
UV,T6,PET,PET_UV_T6, Rhodospirillaceae,2.1064383287518298e-5,3.2632802268275286e-5
UV,T6,PET,PET_UV_T6, Shewanellaceae,2.1064383287518298e-5,2.9932412822880407e-5
UV,T6,PET,PET_UV_T6, Rhizobiales Incertae Sedis,9.478972479383234e-5,1.342139389568753e-4
UV,T6,PS,PS_UV_T6, Thiotrichaceae,1.1077693402679693e-5,1.5822110917715668e-5
UV,T6,PS,PS_UV_T6, Phormidiaceae,1.1077693402679693e-5,1.585612481061125e-5
UV,T6,PS,PS_UV_T6, Bacillaceae,6.767549121894976e-5,6.98836580575447e-5
UV,T6,PS,PS_UV_T6, Planococcaceae,2.2155386805359387e-5,3.1664018034949965e-5
no UV,T1,PE,PE_no UV_T1, Lentimicrobiaceae,2.0599655985745037e-5,3.0154808668804906e-5
no UV,T6,PE,PE_no UV_T6, Family XI,5.385682163967095e-5,7.629230757359706e-5
no UV,T6,PE,PE_no UV_T6, bacterium SH4-10,5.385682163967095e-5,7.883831425039652e-5
no UV,T6,PE,PE_no UV_T6, SB-5,2.6928410819835473e-5,3.977589885021052e-5
no UV,T6,PE,PE_no UV_T6, Ectothiorhodospiraceae,1.2599244647177948e-4,1.1828762248867489e-4
no UV,T6,PE,PE_no UV_T6, unidentified marine bacterioplankton,6.732102704958869e-5,9.546750698542429e-5
no UV,T1,PP,PP_no UV_T1, Clade II,5.605066980550417e-5,8.097249240677262e-5
UV,T1,PET,PET_UV_T1, Saccharospirillaceae,4.5097862361324074e-4,6.379121724427213e-4
no UV,T6,Nylon,Nylon_no UV_T6, Thalassospiraceae,2.0376344517751102e-5,1.5397713387915275e-5
UV,T6,PP,PP_UV_T6, Aerococcaceae,2.659963558499248e-5,3.870815545406902e-5
UV,T6,PP,PP_UV_T6, Hymenobacteraceae,2.1598917340195314e-5,1.6618746564397304e-5
UV,T6,PP,PP_UV_T6, Thioglobaceae,1.329981779249624e-5,2.0603989127172417e-5
UV,T6,PP,PP_UV_T6, Pleomorphomonadaceae,1.329981779249624e-5,1.9645132821981843e-5
UV,T1,PE,PE_UV_T1, Caulobacteraceae,2.196836555360281e-4,2.1996016119051208e-4
UV,T1,PE,PE_UV_T1, Frankiaceae,1.0984182776801405e-4,1.553398025453751e-4
UV,T1,PE,PE_UV_T1, Nitrincolaceae,1.0984182776801405e-4,1.0996859275857469e-4
UV,T6,PE,PE_UV_T6, Chroococcidiopsaceae,1.5484164258516763e-4,2.0581792841191005e-4
UV,T6,PE,PE_UV_T6, Bacteroidetes vadinHA17,4.2384555068133187e-5,6.09655161148686e-5
UV,T6,PE,PE_UV_T6, bacterium SH4-10,6.357683260219978e-5,9.306695336148513e-5
no UV,T6,PS,PS_no UV_T6, Enterococcaceae,6.249218847644045e-5,8.867337267349121e-5
no UV,T6,PS,PS_no UV_T6, Cryomorphaceae,2.187226596675416e-4,3.095261486332544e-4
no UV,T6,PS,PS_no UV_T6, Kineosporiaceae,6.249218847644045e-5,1.0823964551736517e-4
no UV,T6,PS,PS_no UV_T6, Porticoccaceae,9.373828271466069e-5,1.329848015376522e-4
no UV,T6,PS,PS_no UV_T6, Parvularculaceae,6.249218847644045e-5,8.842677001131412e-5
no UV,T1,PP,PP_no UV_T1, Bacteroidetes BD2-2,2.4753700678251397e-5,3.560547315352622e-5
no UV,T1,PP,PP_no UV_T1, Sporichthyaceae,2.4753700678251397e-5,3.834826819354836e-5
no UV,T1,PP,PP_no UV_T1, Desulfomicrobiaceae,2.4753700678251397e-5,4.28746672500836e-5
no UV,T1,Nylon,Nylon_no UV_T1, Acetobacteraceae,2.0512820512820514e-4,2.9267376344964364e-4
UV,T6,PS,PS_UV_T6, Nodosilineaceae,2.9648077322185657e-5,4.198215948462961e-5
UV,T6,PS,PS_UV_T6, Pleomorphomonadaceae,1.4824038661092828e-5,2.1896556253550252e-5
UV,T6,PET,PET_UV_T6, P13-46,1.9346101760495257e-4,2.7512795307021315e-4
UV,T1,Nylon,Nylon_UV_T1, Neisseriaceae,1.2034346023551214e-5,1.7060393931307776e-5
UV,T1,PET,PET_UV_T1, Vibrionaceae,9.335191153372971e-4,7.263134381937869e-4
UV,T1,PET,PET_UV_T1, Lactobacillaceae,2.8600028600028597e-4,4.050191666343219e-4
UV,T1,PET,PET_UV_T1, Sporichthyaceae,5.72000572000572e-5,8.861394757517327e-5
UV,T1,PET,PET_UV_T1, Saprospiraceae,5.72000572000572e-5,8.089737841797505e-5
UV,T1,PET,PET_UV_T1, Leptospiraceae,5.72000572000572e-5,8.58000858000858e-5
UV,T1,PET,PET_UV_T1, Cellvibrionaceae,3.523594432685342e-4,3.837168757992996e-4
UV,T1,PET,PET_UV_T1, Listeriaceae,2.002002002002002e-4,2.8370305774659787e-4
no UV,T1,PET,PET_no UV_T1, Marinobacteraceae,2.5960539979231567e-4,3.6747789223176254e-4
UV,T1,PS,PS_UV_T1, Planococcaceae,3.33628038100322e-5,3.3896642567652226e-5
UV,T1,PS,PS_UV_T1, Ruminococcaceae,1.66814019050161e-5,1.676543972607824e-5
UV,T1,PS,PS_UV_T1, Chitinophagaceae,5.7372346528973036e-05,5.751348412607749e-5
UV,T1,PS,PS_UV_T1, Caulobacteraceae,8.605851979345956e-5,8.616683767118857e-5
UV,T1,PE,PE_UV_T1, Dietziaceae,4.517119884361731e-5,4.557999630585537e-5
UV,T1,Nylon,Nylon_UV_T1, Streptomycetaceae,4.020908725371933e-5,6.229165011994237e-5
UV,T1,Nylon,Nylon_UV_T1, Dermatophilaceae,4.020908725371933e-5,5.8860076776147955e-5
UV,T1,Nylon,Nylon_UV_T1, Woeseiaceae,1.2062726176115799e-4,1.7068450011635016e-4
no UV,T1,PP,PP_no UV_T1, Christensenellaceae,3.093724380094978e-5,4.792777200745485e-5
no UV,T6,PET,PET_no UV_T6, Pasteurellaceae,3.5243532811729044e-5,4.991491052611853e-5
no UV,T1,PS,PS_no UV_T1, Planococcaceae,2.796420581655481e-4,3.9965861354054606e-4
no UV,T1,PS,PS_no UV_T1, Thiohalorhabdaceae,9.321401938851603e-5,1.3203034558366232e-4
no UV,T1,PS,PS_no UV_T1, Nocardioidaceae,9.321401938851603e-5,1.321985014729738e-4
no UV,T1,PS,PS_no UV_T1, Pseudonocardiaceae,9.321401938851603e-5,1.3982102908277405e-4
no UV,T1,PS,PS_no UV_T1, Deinococcaceae,9.321401938851603e-5,1.346597909236792e-4
no UV,T1,PET,PET_no UV_T1, Sphingomonadaceae,4.605323754259925e-4,6.513215476377763e-4
no UV,T1,PET,PET_no UV_T1, Actinomycetaceae,1.8421295017039698e-4,2.614257622499398e-4
no UV,T1,PE,PE_no UV_T1, Planococcaceae,6.397952655150352e-5,9.143820870255872e-5
no UV,T1,PE,PE_no UV_T1, Haliangiaceae,4.2653017701002346e-5,6.0856668663553544e-5
no UV,T1,PE,PE_no UV_T1, Puniceicoccaceae,8.530603540200469e-5,1.2067700210720441e-4
no UV,T1,PE,PE_no UV_T1, Spongiibacteraceae,6.625773869279567e-4,8.482508149873064e-4
no UV,T1,PE,PE_no UV_T1, Phormidiaceae,4.2653017701002346e-5,6.105166009132411e-5
no UV,T1,PE,PE_no UV_T1, Intrasporangiaceae,3.7195462153617265e-4,5.298769722155295e-4
no UV,T1,PE,PE_no UV_T1, Sphingomonadaceae,5.57931932304259e-4,7.890717548116055e-4
no UV,T1,PE,PE_no UV_T1, Hyphomicrobiaceae,2.6929625654128293e-4,3.3675222264020993e-4
UV,T1,PET,PET_UV_T1, Desulfobacteraceae,1.967729240456513e-4,2.7931536210589364e-4
UV,T1,PET,PET_UV_T1, Prolixibacteraceae,2.9515938606847696e-4,4.1798058676702736e-4
UV,T1,PET,PET_UV_T1, Campylobacteraceae,1.967729240456513e-4,3.4082070200095973e-4
UV,T1,PET,PET_UV_T1, Alteromonadaceae,5.77732395914214e-4,6.438779557999378e-4
UV,T1,PET,PET_UV_T1, Kiloniellaceae,1.967729240456513e-4,2.786283152283682e-4
UV,T1,PET,PET_UV_T1, Hyphomicrobiaceae,2.9515938606847696e-4,4.1758614580848774e-4
UV,T6,PET,PET_UV_T6, Desulfobacteraceae,7.936507936507937e-4,0.0011265719604937711
UV,T6,PET,PET_UV_T6, Piscirickettsiaceae,7.936507936507937e-4,0.0011269822944940811
NA,NA,negative_c,negative_c_, MB19,6.741451839068062e-6,1.1890803361128746e-5
NA,NA,negative_c,negative_c_, Bacteroidetes vadinHA17,8.988602452090748e-6,1.5767051725938037e-5
NA,NA,negative_c,negative_c_, Prochloraceae,6.741451839068062e-6,1.1979874294016807e-5
NA,NA,negative_c,negative_c_, Idiomarinaceae,1.6549927029912348e-5,1.8762488828208205e-5
NA,NA,negative_c,negative_c_, Sedimenticolaceae,2.2274037364088027e-5,2.3158768858970293e-5
NA,NA,negative_c,negative_c_, ST-12K33,8.988602452090748e-6,1.5854404481504992e-5
NA,NA,negative_c,negative_c_, Nitrococcaceae,5.314173964798912e-6,1.0628347929597824e-5
NA,NA,negative_c,negative_c_, Acanthopleuribacteraceae,1.0628347929597824e-5,1.855436529512732e-5
NA,NA,negative_c,negative_c_, Solibacteraceae (Subgroup 3),1.5942521894396735e-5,2.7831547942690978e-5
NA,NA,negative_c,negative_c_, Thiotrichaceae,1.287549854262051e-5,1.763061413729707e-5
NA,NA,negative_c,negative_c_, Chromatiaceae,1.0628347929597824e-5,1.8621664628499558e-5
NA,NA,negative_c,negative_c_, Opitutaceae,7.971260947198368e-6,1.4420553637019985e-5
NA,NA,negative_c,negative_c_, Nitrococcales Incertae Sedis,5.314173964798912e-6,1.0628347929597824e-5
NA,NA,negative_c,negative_c_, Nitriliruptoraceae,1.0628347929597824e-5,1.9679876281195296e-5
NA,NA,negative_c,negative_c_, Simkaniaceae,5.314173964798912e-6,9.287718917452842e-6
NA,NA,negative_c,negative_c_, Salinisphaeraceae,1.0628347929597824e-5,1.9679876281195296e-5
NA,NA,negative_c,negative_c_, Latescibacteraceae,1.0628347929597824e-5,1.9012566767279908e-5
NA,NA,negative_c,negative_c_, Rhodomicrobiaceae,5.314173964798912e-6,1.0628347929597824e-5
NA,NA,negative_c,negative_c_, Litoricolaceae,7.971260947198368e-6,1.475990721089647e-5
NA,NA,negative_c,negative_c_, Rikenellaceae,1.328543491199728e-5,2.3277080785624447e-5
NA,NA,negative_c,negative_c_, Omnitrophaceae,5.314173964798912e-6,9.61370242467999e-6
NA,NA,negative_c,negative_c_, Phaselicystidaceae,5.314173964798912e-6,1.0628347929597824e-5
